Sigla;Código;Título;Sub-título;Autores;Data;Tipo;Distribuição;Situação;Nome do arquivo;Projeto;Objeto;Indicador;Arq
#N/D;RRM00270020;Caracterização química de rocha sem denominação comercial para a empresa Sol Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, ELTON SOUZA DOS SANTOS, ;22/10/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00270020_Sol Mineração.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00280020;Caracterização química de rocha sem denominação comercial para a empresa Sol Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, ELTON SOUZA DOS SANTOS, ;28/10/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00280020_Sol Mineração_0913.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00300020;Determinação das resistências ao manchamento e ataque de material utilizado para fins ornamentais identificado como “Superfície Ultra Compacta Nilam” para a empresa CS3 Mármores e Granitos  Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, MILLENA BASÍLIO DA SILVA, ;29/10/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00300020_CS3_RM_0859_Completo.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00310020;Determinação das resistências ao manchamento e ataque químico e análise química de material utilizado para fins ornamentais identificado como “Mármore Artificial Colorado Stone” para a empresa CS3 Mármores e Granitos Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, MONICA CASTOLDI BORLINI GADIOLI, ELTON SOUZA DOS SANTOS, MILLENA BASÍLIO DA SILVA, ;29/10/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00310020_CS3_RM_0860_Completo.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00320020;Determinação das resistências ao manchamento e ataque químico e análise química de material  utilizado para fins ornamentais identificado como “Quartzo Artificial Colorato Stone” para a empresa CS3 Mármores e Granitos  Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, MONICA CASTOLDI BORLINI GADIOLI, ELTON SOUZA DOS SANTOS, MILLENA BASÍLIO DA SILVA, ;29/10/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00320020_CS3_RM_0861_Completo.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00330020;Análise petrográfica de rocha sem denominação comercial para a Universidade Estadual do Norte Fluminense Darcy Ribeiro - UENF;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00330020_UENF_Lâmina 0886.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00340020;Análise petrográfica de rocha sem denominação comercial para a Universidade Estadualdo Norte Fluminense Darcy Ribeiro - UENF;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00340020_UENF_Lâmina 0887.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00350020;Análise petrográfica de rocha sem denominação comercial para a Universidade Estadual do Norte Fluminense Darcy Ribeiro - UENF;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00350020_UENF_Lâmina 0888.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00360020;Análise petrográfica de rocha sem denominação comercial para a Universidade Estadual do Norte Fluminense Darcy Ribeiro - UENF;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00360020_UENF_Lâmina 0889.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00370020;Análise petrográfica de rocha sem denominação comercial para a Universidade Estadual do Norte Fluminense Darcy Ribeiro - UENF;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00370020_UENF_Lâmina 0890.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00380020;Quantificação do consumo de resina (NCM 3907.30.22) e endurente (NCM 3824.99.39) na produção de chapas de ágata (7103.10.00), para exportação, para a empresa Granitos Naturais do Brasil Eireli;;LEONARDO LUIZ LYRIO DA SILVEIRA, LEONARDO CATTABRIGA FREIRE, ;05/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00380020_GRANITOS NATURAIS.pdf;PRJ02.19;10/00048;"PCTD; APME; ";SIM
#N/D;RRM00390020;CARACTERIZAÇÃO TECNOLÓGICA DE ROCHA COMERCIALMENTE DESIGNADA MAXIMUS WHITE PARA A EMPRESA LIVRAMENTO MINERAÇÃO LTDA;;LEONARDO LUIZ LYRIO DA SILVEIRA, MILLENA BASÍLIO DA SILVA, EUNICE DE FREITAS LIMA, ;06/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Em preparação;;PRJ02.19;10/00047;"PCTD; APME; ";NÃO
#N/D;RRM00400020;Determinação da resistência ao manchamento de rocha comercialmente designada White Lux para a empresa TDS Company & Industria Química EIRELI;;LEONARDO LUIZ LYRIO DA SILVEIRA, Juliete de Paulo Catein, ;11/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00400020_Innovare_Manchamento_whitelux.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00410020;Determinação da resistência ao manchamento de rocha comercialmente designada Matrix Escovado para a empresa TDS Company & Indústria Química EIRELI;FOMENTO;LEONARDO LUIZ LYRIO DA SILVEIRA, Juliete de Paulo Catein, ;11/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00410020_Innovare_Manchamento_MATRIX_ ESCOVADO.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00420020;Determinação da resistência ao manchamento de rocha comercialmente designada Matrix Levigado para a empresa TDS Company & Indústria Química EIRELI;FOMENTO;LEONARDO LUIZ LYRIO DA SILVEIRA, Juliete de Paulo Catein, ;11/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00420020_Innovare_Manchamento_MATRIX_ LEVIGADO.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00430020;Determinação da resistência ao manchamento de rocha comercialmente designada MATRIX 3D para a empresa TDS Company & Industria Química Eireli;FOMENTO;LEONARDO LUIZ LYRIO DA SILVEIRA, Juliete de Paulo Catein, ;11/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00430020Manchamento_MATRIX_3D.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00440020;Determinação da resistência ao manchamento de rocha comercialmente designada Matrix Polido para a empresa TDS Company & Indústria Química Eireli;;LEONARDO LUIZ LYRIO DA SILVEIRA, Juliete de Paulo Catein, ;11/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00440020_Innovare_Manchamento_MATRIX_POLIDO.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00450020;Caracterização química de solo para a Universidade Federal do Espírito Santo – UFES;FOMENTO;MONICA CASTOLDI BORLINI GADIOLI, ELTON SOUZA DOS SANTOS, ;23/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00450020_UFES.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00460020;Caracterização tecnológica em agregados rochosos para a empresa Pepasa Pedreira e Pavimentação Santa Adélia Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, LEONARDO CATTABRIGA FREIRE, BRUNA XAVIER FAITANIN, ;23/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00460020_PEPASA.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00470020;Estudo da produção de tampas de bueiros com resíduos de quartzitos e resina poliuretanada mamona;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, Alessandra de Almeida Ferreira, Simone Pereira Taguchi Borges, ;24/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00470020.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00480020;Exames técnicos-científicos em projetos de restauração de afrescos: estudo de uma pintura de alunos de Edson Motta;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, Jessica Gonçalves Bondarczuk, Profª Marilene Corrêa Maia, ;24/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00480020.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00490020;Relatório do teste industrial na cerâmica São José Telhas Campos dos Goytacazes;“NORMATIZAÇÃO DA UTILIZAÇÃO DE RESÍDUOS DE ROCHAS ORNAMENTAIS EM ARTEFATOS DE CERÂMICA VERMELHA E À BASE DE CIMENTO PORTLAND”;FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, Kayrone Marvila de Almeida, MARIANE COSTALONGA DE AGUIAR, Maria Angélica Kramer Sant’Ana, ;25/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;"RRM00490020Relato&#769;rio TESTE INDUSTRIAL SÃO JOSÉ TELHAS- Kayrone Marvila de Almeida (1) .pdf";PRJ05.15;13/00154;"PCTD; APME; ";SIM
#N/D;RRM00500020;Relátorio do teste industrial na Cerâmica Sardinha Campos dos Goytacazes;;FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, Kayrone Marvila de Almeida, MARIA ANGELICA KRAMER SANT ANA, MARIANE COSTALONGA DE AGUIAR, ;25/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00500020Relatoìrio TESTE INDUSTRIAL SARDINHA.pdf;PRJ02.24;09/00054;"PCTD; APME; ";SIM
#N/D;RRM00510020;Caracterização mineralógica de minérios lateríticos da Empresa Terra Brasil Fertilizantes;Relatório Final para a empresa Terra Brasil Fertilizantes, referente à DPT-0055-00-20.;LUIZ CARLOS BERTOLINO, ;26/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM-0051-00-20- Bertolino - Terra Brasil.pdf;PRJ02.21;09/00080;"PCTD; APME; ";SIM
#N/D;RRM00520020;Beneficiamento e caracterização mineralógica do minério ROM contendo vermiculita;Relatório Final para a UBM – União Brasileira de Mineração S.A., referente à DPT-0311-00-19.;LUIZ CARLOS BERTOLINO, ;27/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM-0052-00-20 - Bertolino - UBM.pdf;PRJ02.21;09/00080;"PCTD; APME; ";SIM
#N/D;RRM00530020;Beneficiamento e caracterização mineralógica do caulim da região de Uberaba - MG;Relatório Final pa o Sr. Jacob Antônio Salomão, referente à DPT-0048-00-20.;LUIZ CARLOS BERTOLINO, ;27/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM-0053-00-20 - Bertolino - Sr. Jacob.pdf;PRJ02.21;09/00080;"PCTD; APME; ";SIM
#N/D;RRM00540020;Caracterização tecnológica de 2 amostras de ureia;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, MAICCON MARTINS BARROS, ;30/11/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00540020_ ureia.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00550020;Caracterização química de carbonato de cálcio para a empresa Provale Indústria e Comércio S/A.;;MONICA CASTOLDI BORLINI GADIOLI, EUNICE DE FREITAS LIMA, ;03/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00550020_PROVALE.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00560020;Caracterização tecnológica de rocha sem denominação comercial para a empresa Mineração Agreste Ltda. EPP;;LEONARDO LUIZ LYRIO DA SILVEIRA, MILLENA BASÍLIO DA SILVA, EUNICE DE FREITAS LIMA, ;03/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00560020_Mineração Agreste_0918.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00570020;CARACTERIZAÇÃO TECNOLÓGICA DE ROCHA COMERCIALMENTE DESIGNADA GRANITO AMARELO BELA VISTA PARA A EMPRESA CARLOS SILVA & LIMA SILVA LTDA ME;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, MILLENA BASÍLIO DA SILVA, EUNICE DE FREITAS LIMA, ;07/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Em preparação;;PRJ02.19;10/00047;"PCTD; APME; ";NÃO
#N/D;RRM00580020;CARACTERIZAÇÃO TECNOLÓGICA DE ROCHA COMERCIALMENTE DESIGNADA PRETO VIA LACTEA PARA A EMPRESA BRUMAGRAN PEDRAS ORNAMENTAIS LTDA;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, MILLENA BASÍLIO DA SILVA, EUNICE DE FREITAS LIMA, ;08/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Em preparação;;PRJ02.19;10/00047;"PCTD; APME; ";NÃO
#N/D;RRM00590020;QUANTIFICAÇÃO DO CONSUMO DE AREIA ABRASIVA (NCM 2505.90.00) NO PROCESSO DE CORTE DE CHAPAS DE GRANITO (NCM 6802.93.90), MÁRMORE (NCM 6802.91.00) E QUARTZITO (NCM 6802.99.90) PARA EXPORTAÇÃO, PARA A EMPRESA GRANITO GRANITO ZUCCHI LTDA.;;LEONARDO LUIZ LYRIO DA SILVEIRA, ;09/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Em preparação;;PRJ02.19;10/00048;"PCTD; APME; ";NÃO
#N/D;RRM00610020;Desenvolvimento de rochas artificiais com resíduos de rochas ornamentais;;Eduardo Vargas Campos, MONICA CASTOLDI BORLINI GADIOLI, MARIANE COSTALONGA DE AGUIAR, ;15/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00610020_Relatorio Final de Bolsa FAPES Eduardo.pdf;PRJ05.15;13/00154;"PCTD; APME; ";SIM
#N/D;RRM00620020;Caracterização tecnológica de duas amostras de ácido benzenossulfônico;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, MICHELLE TEIXEIRA COSTA CASSIANO DOS SANTOS, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00620020_BENZENOSULFONICO.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00630020;Caracterização tecnológica de 1 amostra de hulha betuminosa;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM 00630020 Luciana.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00640020;Caracterização tecnológica de 1 amostra de coque verde de petróleo;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM 00640020 coque.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00650020;Caracterização tecnológica de 3 amostras de embalagens plásticas;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, MAICCON MARTINS BARROS, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM 00650020 embalagens v1.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00660020;Caracterização tecnológica de 2 amostras de éster de ácido graxo;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Em preparação;RRM 00660020 ester.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00670020;Caracterização tecnológica de 3 amostras de fluxantes;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;16/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM 00670020 - FLUXANTES.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00680020;Caracterização tecnológica de 3 amostras de produtos de limpeza;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00680020_ hipoclorito.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00690020;Caracterização tecnológica de  amostras de hulha betuminosa;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00690020_ hulha Juliana.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00700020;Caracterização tecnológica de 2 meios de cultura;;MAICCON MARTINS BARROS, ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00700020_ meios de cultura Finalizado.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00710020;Caracterização tecnológica de 1 amostra de pelotas de minério de ferro;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00710020_ minerio de ferro.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00720020;Caracterização tecnológica de amostras de bolsas poliméricas;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00720020_bolsas.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00730020;Avaliação Tecnológica de uma amostra de RUBINATE;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ROSANA ELISA COPPEDE DA SILVA, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00730020_RUBINATE.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00740020;Caracterização tecnológica de  filmes plásticos;;ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, MAICCON MARTINS BARROS, ;17/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00740020_ sacos plásticos finalizado.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRM00750020;Relatório do teste industrial na CIMACO;"NORMATIZAÇ&Atilde;O DA UTILIZAÇ&Atilde;O DE RESÍDUOS DE ROCHAS ORNAMENTAIS EM ARTEFATOS DE CERÂMICA VERMELHA E À BASE DE CIMENTO PORTLAND";FRANCISCO WILSON HOLLANDA VIDAL, MONICA CASTOLDI BORLINI GADIOLI, Kayrone Marvila de Almeida, MARIANE COSTALONGA DE AGUIAR, MARIA ANGELICA KRAMER SANT ANA, ;21/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM0750020Relatoìrio TESTE INDUSTRIAL CIMACO- Kayrone Marvila de Almeida.pdf;PRJ02.24;09/00054;"PCTD; APME; ";SIM
#N/D;RRM00760020;Desenvolvimento de rochas artificiais com resíduos de rochas ornamentais;;Luan Bomfim Antunes, MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, ;29/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00760020RELATÓRIO_FINAL_LUAN_BOMFIM.pdf;PRJ05.15;13/00154;"PCTD; APME; ";SIM
#N/D;RRM00770120;Caracterização tecnológica de rocha comercialmente designada Branco Siena para a empresa S&C Gran Mineração Ltda.;;LEONARDO LUIZ LYRIO DA SILVEIRA, BRUNA XAVIER FAITANIN, MILLENA BASÍLIO DA SILVA, EUNICE DE FREITAS LIMA, ;09/12/2020;Relatório Técnico Final de Projeto para Pequenas, Médias Empresas;Reservada;Concluído;RRM00770120.pdf;PRJ02.19;10/00047;"PCTD; APME; ";SIM
#N/D;RRP00010020;Remoção hidrometalúrgica de carbonatos do circuito de beneficiamento de nióbio;;MARISA NASCIMENTO, JOÃO VICTOR DE MORAES SILVA, WILLEN RODRIGUES BRAZ DA SILVA, ;19/02/2020;Relatório Técnico Parcial de Projeto;Reservada;Concluído;RRP 0001-00-20.pdf;PRJ01.13;08/00081;;SIM
#N/D;RRP00020020;Estudo da separação dos elementos terras raras samário e európio utilizando extração líquido-líquido;;Amanda Friasça da Costa, Gabriel Santos, ;03/11/2020;Relatório Técnico Parcial de Projeto;Pública;Concluído;RRP 0002-00-20.pdf;PRJ01.13;08/00081;;SIM
#N/D;RRP00030020;Relatório de atividades do Projeto HerStones:Heritage Stones Recognition: A step forward (IGCP-637) - Grupo Brasil;;NURIA FERNANDEZ CASTRO, ;14/12/2020;Relatório Técnico Parcial de Projeto;Reservada;Concluído;RRP00030020_Relatorio_HerSTONES_2020.pdf;PRJ05.15;09/00216;;SIM
#N/D;RRS00010020;Laudo sobre a utilização de insumos para processamento de minério de ouro da Mina Ernesto, Mineração Apoema S.A., Pontes e Lacerda – MT;;CLAUDIO LUIZ SCHNEIDER, ;05/08/2020;Relatorio de Serviço / Parecer Técnico / Laudo;Reservada;Concluído;LRRS0001-00-20.pdf;PRJ05.18;20/00040;;SIM
#N/D;RRT00010020;Estudos de caracterização tecnológica e de concentração de minério de ferro;;Marisa Bezerra de Mello Monte, Claudio Schneider, Reiner Neumann, Marta Duarte da Fonseca de Albuquerque, Danielle Andrade Pimentel, Patrick dos Santos Alves, Rodrigo Nascimento, ;16/01/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Pública;Concluído;RRT00010020 -Marisa Monte.pdf;PRJ05.18;20/00005;"PCTD; ";SIM
#N/D;RRT00020020;Estudo de viabilidade técnica da utilização de resíduos finos de rochas ornamentais provenientes dos teares multilâmina em cerâmica vermelha;;MARIA ANGELICA KRAMER SANT ANA, MONICA CASTOLDI BORLINI GADIOLI, ;29/09/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00020020.pdf;PRJ05.15;13/00154;"PCTD; ";SIM
#N/D;RRT00030020;Estudos de otimização do circuito de flotação de apatitas da planta da COPEBRAS;;ELVES MATIOLO , HUDSON JEAN BIANQUINI COUTO, AMANDA SOARES DE FREITAS, STEPHANIE OLIVEIRA MOURA E SÁ, ;09/10/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00030020 - ESTUDOS DE OTIMIZAÇÃO DO CIRCUITO DE FLOTAÇÃO (2).pdf;PRJ05.18;20/00034;"PCTD; ";SIM
#N/D;RRT00040020;Estudos de flotação de minério de fosfato em células mecânicas e colunas de flotação;;ELVES MATIOLO , HUDSON JEAN BIANQUINI COUTO, AMANDA SOARES DE FREITAS, STEPHANIE OLIVEIRA MOURA E SÁ, ;09/10/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT0004-00-20 - Amostra de finos (22_33)_Finos e Convencional (2).pdf;PRJ05.18;20/00035;"PCTD; ";SIM
#N/D;RRT00050020;Aplicação de resina poliuretana à base de mamona no envelopamento de rochas ornamentais carbonáticas;;Taynara Lobato Moreira, Eliseu Romero Campelo Correia, LEONARDO LUIZ LYRIO DA SILVEIRA, ;27/10/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00050020.pdf;PRJ05.15;11/00216;"PCTD; ";SIM
#N/D;RRT00060020;Desenvolvimento de novos materiais utilizando resíduos da extração e do beneficiamento de rochas ornamentais;;MARIA ANGELICA KRAMER SANT ANA, MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, Ana Júlia Nali Giori, FRANCISCO WILSON HOLLANDA VIDAL, ;12/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00060020_FAPES - Final CERÂMICA - MONICA.pdf;PRJ05.15;13/00154;"PCTD; ";SIM
#N/D;RRT00070020;Desenvolvimento de novos materiais uilizando resíduos da extração e do beneficiamento de rochas ornamentais;;MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, Carlos Paulino Agrizzi, Ana Júlia Nali Giori, FRANCISCO WILSON HOLLANDA VIDAL, Carlos Maurício Fontes Vieira, ;12/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00070020_FAPES - FINAL Rocha artificial.pdf;PRJ05.15;13/00154;"PCTD; ";SIM
#N/D;RRT00080020;Desenvolvimento de novos materiais utilizando resíduos da extração e do beneficiamento de rochas ornamentais;;MARIA ANGELICA KRAMER SANT ANA, MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, ;12/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Reservada;Concluído;RRT00080020Relatoìrio Maria Angélica.pdf;PRJ05.15;13/00154;"PCTD; ";SIM
#N/D;RRT00090020;Estudos dos mecanismos de adsorção de amina em quartzo por microscopia de força atômica;;Elaynne Rohem Peçanha, Marta Duarte da Fonseca de Albuquerque, Marisa Bezerra de Mello Monte, Claudio Luiz Schneider, Fernado Loureiro Stavale Junior, Gabriela Fernandes Moreira, Amilton Sinatora, ;13/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Pública;Concluído;RRT00090020 - Marisa Monte.pdf;PRJ05.18;09/00086;"PCTD; ";SIM
#N/D;RRT00100020;Estudo das Forças de Interação por AFM entre minerais de quartzo e hematita;;Marta Duarte da Fonseca de Albuquerque, Laurindo de Salles Leal Filho, Amilton Sinatora, Marisa Bezerra de Mello Monte, ;13/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Pública;Concluído;RRT00100020- MARISA MONTE.pdf;PRJ05.18;09/00086;"PCTD; ";SIM
#N/D;RRT00120020;Desaguamento de rejeitos minerais: reuso de água e reologia aplicada à disposição mais segura;;Sílvia Cristina Alves França, Bruna Câmara Trampus, Guilherme Campos Moreira, Caio Philippe Carvalho Moura, ;19/11/2020;Relatório Técnico Final de Projeto para Grandes Empresas ;Pública;Concluído;RRT00120020 - SILVIA FRANÇA.pdf;PRJ05.17;09/00085;"PCTD; ";SIM
